"MatchID","Year","Tournament","Round","Time","Result","Player","Nationality_1","Opponent","Nationality_2","Aces","Aces_Diff","Double_Faults","Double_Faults_Diff","First_Serve_Total","First_Serve_Per","First_Serve_Per_Diff","First_Serve_Points_Won_Total","First_Serve_Points_Won_Per","First_Serve_Points_Won_Per_Diff","Second_Serve_Points_Won_Total","Second_Serve_Points_Won_Per","Second_Serve_Points_Won_Per_Diff","Break_Points_Saved_Total","Break_Points_Saved_Per","Break_Points_Saved_Per_Diff","Service_Games_Played","First_Serve_Return_Points_Won_Total","First_Serve_Return_Points_Won_Per","First_Serve_Return_Points_Won_Per_Diff","Second_Serve_Return_Points_Won_Total","Second_Serve_Return_Points_Won_Per","Second_Serve_Return_Points_Won_Per_Diff","Break_Points_Converted_Total","Break_Points_Converted_Per","Break_Points_Converted_Per_Diff","Return_Games_Played","Total_Service_Points_Won_Total","Total_Service_Points_Won_Per","Total_Service_Points_Won_Per_Diff","Total_Return_Points_Won_Total","Total_Return_Points_Won_Per","Total_Return_Points_Won_Per_Diff","Total_Points_Won_Total","Total_Points_Won_Per","Total_Points_Won_Per_Diff"
122,2013,"ATP World Tour Masters 1000 Indian Wells",8,NA,"L","Andy Murray","Great Britain","Juan Martin Del Potro","Argentina",8,5,8,7,91,57,1,52,71,-5,39,43,-12,11,63,-37,14,52,23,-5,40,45,-11,2,0,-36,14,91,59,-8,92,32,-8,183,45,-9
123,2013,"ATP World Tour Masters 1000 Indian Wells",8,NA,"W","Tomas Berdych","Czech Republic","Kevin Anderson","South Africa",5,-3,1,-2,66,53,-12,35,77,10,31,61,9,3,100,29,10,43,32,10,23,47,9,7,28,28,10,66,69,7,66,37,7,132,53,7
123,2013,"ATP World Tour Masters 1000 Indian Wells",8,NA,"L","Kevin Anderson","South Africa","Tomas Berdych","Czech Republic",8,3,3,2,66,65,12,43,67,-10,23,52,-9,7,71,-29,10,35,22,-10,31,38,-9,3,0,-28,10,66,62,-7,66,30,-7,132,46,-7
124,2013,"ATP World Tour Masters 1000 Indian Wells",8,NA,"W","Rafael Nadal","Spain","Roger Federer","Switzerland",1,-3,2,2,52,67,3,35,77,15,17,52,23,2,50,-13,9,48,37,15,27,70,23,11,36,-14,9,52,69,19,75,49,19,127,57,15
124,2013,"ATP World Tour Masters 1000 Indian Wells",8,NA,"L","Roger Federer","Switzerland","Rafael Nadal","Spain",4,3,0,-2,75,64,-3,48,62,-15,27,29,-23,11,63,13,9,35,22,-15,17,47,-23,2,50,14,9,75,50,-19,52,30,-19,127,42,-15
125,2013,"ATP World Tour Masters 1000 Indian Wells",4,NA,"W","Juan Martin Del Potro","Argentina","Novak Djokovic","Serbia",4,-1,3,1,104,60,0,63,60,-2,41,56,4,11,63,5,15,59,37,-2,38,47,4,12,41,5,15,104,58,0,97,41,0,201,50,1
125,2013,"ATP World Tour Masters 1000 Indian Wells",4,NA,"L","Novak Djokovic","Serbia","Juan Martin Del Potro","Argentina",5,1,2,-1,97,60,0,59,62,2,38,52,-4,12,58,-5,15,63,39,2,41,43,-4,11,36,-5,15,97,58,0,104,41,0,201,49,-1
126,2013,"ATP World Tour Masters 1000 Indian Wells",4,NA,"W","Rafael Nadal","Spain","Tomas Berdych","Czech Republic",2,-2,1,-3,72,69,16,50,70,1,22,54,6,4,75,18,11,36,30,0,31,51,6,7,42,17,11,72,65,6,67,40,6,139,53,7
126,2013,"ATP World Tour Masters 1000 Indian Wells",4,NA,"L","Tomas Berdych","Czech Republic","Rafael Nadal","Spain",4,2,4,3,67,53,-16,36,69,-1,31,48,-6,7,57,-18,11,50,30,0,22,45,-6,4,25,-17,11,67,59,-6,72,34,-6,139,46,-7
127,2013,"ATP World Tour Masters 1000 Indian Wells",2,NA,"W","Rafael Nadal","Spain","Juan Martin Del Potro","Argentina",4,-1,1,-3,78,62,-7,49,67,1,29,72,32,3,0,-77,15,69,33,1,30,60,33,18,22,-78,14,78,69,11,99,41,11,177,53,7
127,2013,"ATP World Tour Masters 1000 Indian Wells",2,NA,"L","Juan Martin Del Potro","Argentina","Rafael Nadal","Spain",5,1,4,3,99,69,7,69,66,-1,30,40,-32,18,77,77,14,49,32,-1,29,27,-33,3,100,78,15,99,58,-11,78,30,-11,177,46,-7
1,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Novak Djokovic","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L",NA,NA,"Novak Djokovic","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Grigor Dimitrov","Bulgaria","Javier Marti","Spain",2,-1,1,1,43,60,-2,26,88,31,17,76,19,0,0,-40,9,35,42,31,21,42,19,5,60,60,9,43,83,26,56,42,26,99,60,21
2,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Javier Marti","Spain","Grigor Dimitrov","Bulgaria",3,1,0,-1,56,62,2,35,57,-31,21,57,-19,5,40,40,9,26,11,-31,17,23,-19,0,0,-60,9,56,57,-26,43,16,-26,99,39,-21
3,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Santiago Giraldo","Colombia","Martin Klizan","Slovakia",6,4,0,-3,64,54,-3,35,71,11,29,51,13,5,80,38,9,35,40,12,26,61,13,7,57,37,9,64,62,12,61,49,12,125,56,12
3,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Martin Klizan","Slovakia","Santiago Giraldo","Colombia",2,-4,3,3,61,57,3,35,60,-11,26,38,-13,7,42,-38,9,35,28,-12,29,48,-13,5,20,-37,9,61,50,-12,64,37,-12,125,44,-12
4,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Stan Wawrinka","Switzerland","Marius Copil","Romania",6,0,0,0,47,76,18,36,88,16,11,72,22,0,0,-50,10,37,27,16,26,50,23,4,50,50,10,47,85,22,63,36,22,110,57,15
4,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Marius Copil","Romania","Stan Wawrinka","Switzerland",6,0,0,0,63,58,-18,37,72,-16,26,50,-22,4,50,50,10,36,11,-16,11,27,-23,0,0,-50,10,63,63,-22,47,14,-22,110,42,-15
5,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Milos Raonic","Canada","Nikolay Davydenko","Russian Federation",6,3,4,3,80,43,-34,35,80,10,45,62,1,2,100,20,12,61,29,9,18,38,1,5,20,20,12,80,70,2,79,31,1,159,50,1
5,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Nikolay Davydenko","Russian Federation","Milos Raonic","Canada",3,-3,1,-3,79,77,34,61,70,-10,18,61,-1,5,80,-20,12,35,20,-9,45,37,-1,2,0,-20,12,79,68,-2,80,30,-1,159,49,-1
6,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Fernando Verdasco","Spain","David Goffin","Belgium",3,0,2,0,59,71,0,42,69,4,17,64,33,3,33,-9,10,47,34,4,19,68,33,7,57,-9,10,59,67,11,66,43,11,125,55,11
6,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","David Goffin","Belgium","Fernando Verdasco","Spain",3,0,2,0,66,71,0,47,65,-4,19,31,-33,7,42,9,10,42,30,-4,17,35,-33,3,66,9,10,66,56,-11,59,32,-11,125,44,-11
7,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Robin Haase","Netherlands","Alexandr Dolgopolov","Ukraine",8,-2,1,-3,113,71,16,81,69,-6,32,62,11,7,100,38,15,48,25,-5,39,48,11,8,37,37,14,113,67,3,87,35,3,200,53,7
7,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Alexandr Dolgopolov","Ukraine","Robin Haase","Netherlands",10,2,4,3,87,55,-16,48,75,6,39,51,-11,8,62,-38,14,81,30,5,32,37,-11,7,0,-37,15,87,64,-3,113,32,-3,200,46,-7
8,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Jo-Wilfried Tsonga","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L",NA,NA,"Jo-Wilfried Tsonga","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Andy Murray","Great Britain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L",NA,NA,"Andy Murray","Great Britain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Florian Mayer","Germany","Marinko Matosevic","Australia",2,0,2,0,128,68,9,88,56,-6,40,62,16,13,76,36,15,61,37,-6,41,53,16,10,60,37,15,128,58,3,102,44,3,230,52,5
10,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Marinko Matosevic","Australia","Florian Mayer","Germany",2,0,2,0,102,59,-9,61,62,6,41,46,-16,10,40,-36,15,88,43,6,40,37,-16,13,23,-37,15,102,55,-3,128,41,-3,230,47,-5
11,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Jeremy Chardy","France","Horacio Zeballos","Argentina",10,3,1,-1,61,63,-7,39,87,23,22,68,3,2,100,17,11,56,35,23,23,34,3,6,16,16,11,61,80,16,79,35,16,140,55,10
11,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Horacio Zeballos","Argentina","Jeremy Chardy","France",7,-3,2,1,79,70,7,56,64,-23,23,65,-3,6,83,-17,11,39,12,-23,22,31,-3,2,0,-16,11,79,64,-16,61,19,-16,140,45,-10
12,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Gilles Simon","France","Julien Benneteau","France",5,2,2,0,96,57,-4,55,70,3,41,46,14,12,58,8,15,55,32,3,34,67,14,10,50,9,14,96,60,7,89,46,7,185,53,7
12,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Julien Benneteau","France","Gilles Simon","France",3,-2,2,0,89,61,4,55,67,-3,34,32,-14,10,50,-8,14,55,29,-3,41,53,-14,12,41,-9,15,89,53,-7,96,39,-7,185,46,-7
13,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Juan Monaco","Argentina","Janko Tipsarevic","Serbia",0,-4,0,-1,62,90,32,56,75,0,6,33,3,2,0,-25,11,36,25,0,26,69,3,4,75,-25,10,62,70,14,62,43,14,124,57,15
13,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Janko Tipsarevic","Serbia","Juan Monaco","Argentina",4,4,1,1,62,58,-32,36,75,0,26,30,-3,4,25,25,10,56,25,0,6,66,-3,2,100,25,11,62,56,-14,62,29,-14,124,42,-15
14,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Kevin Anderson","South Africa","Jesse Levine","Canada",11,7,0,-2,38,68,7,26,88,38,12,83,36,1,100,67,8,30,50,39,19,52,36,6,66,66,8,38,86,38,49,51,38,87,66,33
14,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Jesse Levine","Canada","Kevin Anderson","South Africa",4,-7,2,2,49,61,-7,30,50,-38,19,47,-36,6,33,-67,8,26,11,-39,12,16,-36,1,0,-66,8,49,48,-38,38,13,-38,87,33,-33
15,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Jerzy Janowicz","Poland","Sam Querrey","United States",7,3,2,0,57,57,-7,33,87,11,24,62,20,3,100,67,10,34,23,11,19,57,20,3,66,66,9,57,77,13,53,35,13,110,57,15
15,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Sam Querrey","United States","Jerzy Janowicz","Poland",4,-3,2,0,53,64,7,34,76,-11,19,42,-20,3,33,-67,9,33,12,-11,24,37,-20,3,0,-66,10,53,64,-13,57,22,-13,110,42,-15
16,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Tomas Berdych","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L",NA,NA,"Tomas Berdych","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Rafael Nadal","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L",NA,NA,"Rafael Nadal","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Benoit Paire","France","Joao Souza","Brazil",5,4,3,2,71,57,-4,41,73,3,30,63,30,5,100,25,10,44,29,3,27,66,30,8,25,25,9,71,69,13,71,43,13,142,56,13
18,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Joao Souza","Brazil","Benoit Paire","France",1,-4,1,-2,71,61,4,44,70,-3,27,33,-30,8,75,-25,9,41,26,-3,30,36,-30,5,0,-25,10,71,56,-13,71,30,-13,142,43,-13
19,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Mikhail Youzhny","Russian Federation","Fabio Fognini","Italy",3,1,0,-3,108,83,23,90,63,-6,18,61,8,10,60,10,16,66,30,-6,43,46,8,4,50,10,16,108,62,-1,109,36,-1,217,49,-1
19,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Fabio Fognini","Italy","Mikhail Youzhny","Russian Federation",2,-1,3,3,109,60,-23,66,69,6,43,53,-8,4,50,-10,16,90,36,6,18,38,-8,10,40,-10,16,109,63,1,108,37,1,217,50,1
20,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Nicolas Almagro","Spain","Tobias Kamke","Germany",5,3,1,1,25,52,-16,13,100,31,12,58,25,0,0,-83,5,26,30,30,12,66,25,6,16,16,5,25,80,23,38,42,22,63,57,15
20,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Tobias Kamke","Germany","Nicolas Almagro","Spain",2,-3,0,-1,38,68,16,26,69,-31,12,33,-25,6,83,83,5,13,0,-30,12,41,-25,0,0,-16,5,38,57,-23,25,20,-22,63,42,-15
21,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Tommy Haas","Germany","Andreas Seppi","Italy",4,1,2,1,44,63,6,28,78,15,16,68,37,0,0,-20,8,22,36,15,16,68,37,5,80,80,7,44,75,25,38,50,25,82,63,27
21,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Andreas Seppi","Italy","Tommy Haas","Germany",3,-1,1,-1,38,57,-6,22,63,-15,16,31,-37,5,20,20,7,28,21,-15,16,31,-37,0,0,-80,8,38,50,-25,44,25,-25,82,36,-27
22,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Tommy Robredo","Spain","Marcos Baghdatis","Cyprus",2,0,0,-2,46,69,6,32,87,34,14,42,-6,1,0,-69,9,47,46,34,27,51,-6,13,30,-70,9,46,73,22,74,48,22,120,58,17
22,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Marcos Baghdatis","Cyprus","Tommy Robredo","Spain",2,0,2,2,74,63,-6,47,53,-34,27,48,6,13,69,69,9,32,12,-34,14,57,6,1,100,70,9,74,51,-22,46,26,-22,120,41,-17
23,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Denis Istomin","Uzbekistan","Xavier Malisse","Belgium",6,4,0,-2,52,53,-13,28,82,20,24,58,23,1,100,34,9,40,37,20,20,65,24,9,33,33,8,52,71,18,60,46,18,112,58,17
23,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Xavier Malisse","Belgium","Denis Istomin","Uzbekistan",2,-4,2,2,60,66,13,40,62,-20,20,35,-23,9,66,-34,8,28,17,-20,24,41,-24,1,0,-33,9,60,53,-18,52,28,-18,112,41,-17
24,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","David Ferrer","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L",NA,NA,"David Ferrer","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Richard Gasquet","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L",NA,NA,"Richard Gasquet","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Daniel Gimeno-Traver","Spain","Feliciano Lopez","Spain",9,4,3,-2,85,64,6,55,72,-4,30,50,9,6,66,9,13,50,24,-3,36,58,8,7,42,9,13,85,64,3,86,38,3,171,51,3
26,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Feliciano Lopez","Spain","Daniel Gimeno-Traver","Spain",5,-4,5,2,86,58,-6,50,76,4,36,41,-9,7,57,-9,13,55,27,3,30,50,-8,6,33,-9,13,86,61,-3,85,35,-3,171,48,-3
27,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","John Isner","United States","Guillermo Garcia-Lopez","Spain",13,10,0,-4,71,67,3,48,83,1,23,82,31,1,100,25,12,52,17,1,29,48,31,4,25,25,12,71,83,12,81,28,12,152,53,7
27,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Guillermo Garcia-Lopez","Spain","John Isner","United States",3,-10,4,4,81,64,-3,52,82,-1,29,51,-31,4,75,-25,12,48,16,-1,23,17,-31,1,0,-25,12,81,71,-12,71,16,-12,152,46,-7
28,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Pablo Andujar","Spain","Marin Cilic","Croatia",2,-3,0,-1,99,70,15,70,74,2,29,62,2,8,87,67,15,44,27,2,35,40,3,5,80,68,14,99,70,3,79,32,3,178,53,7
28,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Marin Cilic","Croatia","Pablo Andujar","Spain",5,3,1,1,79,55,-15,44,72,-2,35,60,-2,5,20,-67,14,70,25,-2,29,37,-3,8,12,-68,15,79,67,-3,99,29,-3,178,46,-7
29,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Kei Nishikori","Japan","Jurgen Melzer","Austria",2,0,3,3,59,77,-10,46,80,23,13,38,-2,2,100,100,9,35,42,23,5,60,-1,3,100,100,8,59,71,16,40,45,17,99,60,21
29,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Jurgen Melzer","Austria","Kei Nishikori","Japan",2,0,0,-3,40,87,10,35,57,-23,5,40,2,3,0,-100,8,46,19,-23,13,61,1,2,0,-100,9,40,55,-16,59,28,-17,99,39,-21
30,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Viktor Troicki","Serbia","Marcel Granollers","Spain",5,5,0,0,92,58,-10,54,68,11,38,57,-2,9,66,22,15,59,42,11,27,40,-2,9,55,22,15,92,64,6,86,41,6,178,53,7
30,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Marcel Granollers","Spain","Viktor Troicki","Serbia",0,-5,0,0,86,68,10,59,57,-11,27,59,2,9,44,-22,15,54,31,-11,38,42,2,9,33,-22,15,86,58,-6,92,35,-6,178,46,-7
31,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Radek Stepanek","Czech Republic","Bernard Tomic","Australia",4,1,2,2,66,75,10,50,74,13,16,43,0,3,100,100,9,31,38,12,16,56,0,3,100,100,8,66,66,11,47,44,11,113,57,15
31,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L","Bernard Tomic","Australia","Radek Stepanek","Czech Republic",3,-1,0,-2,47,65,-10,31,61,-13,16,43,0,3,0,-100,8,50,26,-12,16,56,0,3,0,-100,9,47,55,-11,66,33,-11,113,42,-15
32,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"W","Roger Federer","Switzerland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2013,"ATP World Tour Masters 1000 Madrid",64,NA,"L",NA,NA,"Roger Federer","Switzerland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"W","Grigor Dimitrov","Bulgaria","Novak Djokovic","Serbia",13,8,6,6,131,53,-19,70,72,7,61,52,-5,12,83,20,16,90,34,7,35,42,-5,11,36,20,17,131,63,0,125,36,0,256,50,1
33,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"L","Novak Djokovic","Serbia","Grigor Dimitrov","Bulgaria",5,-8,0,-6,125,72,19,90,65,-7,35,57,5,11,63,-20,17,70,27,-7,61,47,5,12,16,-20,16,125,63,0,131,36,0,256,49,-1
34,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"W","Stan Wawrinka","Switzerland","Santiago Giraldo","Colombia",4,1,3,2,48,64,2,31,87,32,17,52,5,5,80,25,9,38,44,32,23,52,5,9,44,24,9,48,75,23,61,47,22,109,59,19
34,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"L","Santiago Giraldo","Colombia","Stan Wawrinka","Switzerland",3,-1,1,-2,61,62,-2,38,55,-32,23,47,-5,9,55,-25,9,31,12,-32,17,47,-5,5,20,-24,9,61,52,-23,48,25,-22,109,40,-19
35,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"W","Fernando Verdasco","Spain","Milos Raonic","Canada",4,-8,2,0,110,70,12,77,67,-7,33,60,8,7,71,-14,15,66,25,-7,46,47,8,7,14,-14,15,110,65,0,112,34,0,222,50,0
35,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"L","Milos Raonic","Canada","Fernando Verdasco","Spain",12,8,2,0,112,58,-12,66,74,7,46,52,-8,7,85,14,15,77,32,7,33,39,-8,7,28,14,15,112,65,0,110,34,0,222,50,0
36,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"W","Jo-Wilfried Tsonga","France","Robin Haase","Netherlands",5,4,3,-1,84,69,-7,58,77,9,26,57,10,2,50,-35,12,74,31,9,23,52,10,7,14,-36,12,84,71,8,97,36,8,181,52,5
36,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"L","Robin Haase","Netherlands","Jo-Wilfried Tsonga","France",1,-4,4,1,97,76,7,74,68,-9,23,47,-10,7,85,35,12,58,22,-9,26,42,-10,2,50,36,12,97,63,-8,84,28,-8,181,47,-5
37,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"W","Andy Murray","Great Britain","Florian Mayer","Germany",6,-6,2,1,80,58,-4,47,76,5,33,63,11,1,0,-85,12,59,28,5,36,47,11,7,14,-86,12,80,71,7,95,35,7,175,52,4
37,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"L","Florian Mayer","Germany","Andy Murray","Great Britain",12,6,1,-1,95,62,4,59,71,-5,36,52,-11,7,85,85,12,47,23,-5,33,36,-11,1,100,86,12,95,64,-7,80,28,-7,175,48,-4
38,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"W","Gilles Simon","France","Jeremy Chardy","France",6,2,2,-7,65,63,8,41,82,11,24,41,1,4,50,-25,11,46,28,11,37,59,1,12,25,-25,11,65,67,10,83,42,10,148,53,7
38,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"L","Jeremy Chardy","France","Gilles Simon","France",4,-2,9,7,83,55,-8,46,71,-11,37,40,-1,12,75,25,11,41,17,-11,24,58,-1,4,50,25,11,83,57,-10,65,32,-10,148,46,-7
39,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"W","Kevin Anderson","South Africa","Juan Monaco","Argentina",8,6,3,2,93,62,-13,58,75,15,35,42,-18,7,42,0,15,86,39,15,28,39,-18,7,57,0,16,93,63,3,114,39,3,207,50,1
39,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"L","Juan Monaco","Argentina","Kevin Anderson","South Africa",2,-6,1,-2,114,75,13,86,60,-15,28,60,18,7,42,0,16,58,24,-15,35,57,18,7,57,0,15,114,60,-3,93,36,-3,207,49,-1
40,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"W","Tomas Berdych","Czech Republic","Jerzy Janowicz","Poland",10,0,3,-1,104,66,-5,69,69,-1,35,45,-3,9,88,38,14,64,29,-1,25,52,-2,10,50,39,15,104,61,-3,89,35,-3,193,49,-1
40,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"L","Jerzy Janowicz","Poland","Tomas Berdych","Czech Republic",10,0,4,1,89,71,5,64,70,1,25,48,3,10,50,-38,15,69,30,1,35,54,2,9,11,-39,14,89,64,3,104,38,3,193,50,1
41,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"W","Rafael Nadal","Spain","Benoit Paire","France",3,-3,0,-3,59,79,30,47,74,-2,12,75,30,1,100,29,10,34,23,-2,35,54,29,7,28,28,9,59,74,14,69,39,14,128,55,11
41,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"L","Benoit Paire","France","Rafael Nadal","Spain",6,3,3,3,69,49,-30,34,76,2,35,45,-30,7,71,-29,9,47,25,2,12,25,-29,1,0,-28,10,69,60,-14,59,25,-14,128,44,-11
42,2013,"ATP World Tour Masters 1000 Madrid",32,NA,"W","Mikhail Youzhny","Russian Federation","Nicolas Almagro","Spain",1,-8,0,-1,137,71,9,98,67,-1,39,38,-22,17,88,48,15,54,31,-1,33,39,-22,5,60,49,15,137,59,-6,87,34,-6,224,49,-1
