"MatchID","Year","Tournament","Round","Time","Result","Player","Nationality_1","Opponent","Nationality_2","Aces","Aces_Diff","Double_Faults","Double_Faults_Diff","First_Serve_Total","First_Serve_Per","First_Serve_Per_Diff","First_Serve_Points_Won_Total","First_Serve_Points_Won_Per","First_Serve_Points_Won_Per_Diff","Second_Serve_Points_Won_Total","Second_Serve_Points_Won_Per","Second_Serve_Points_Won_Per_Diff","Break_Points_Saved_Total","Break_Points_Saved_Per","Break_Points_Saved_Per_Diff","Service_Games_Played","First_Serve_Return_Points_Won_Total","First_Serve_Return_Points_Won_Per","First_Serve_Return_Points_Won_Per_Diff","Second_Serve_Return_Points_Won_Total","Second_Serve_Return_Points_Won_Per","Second_Serve_Return_Points_Won_Per_Diff","Break_Points_Converted_Total","Break_Points_Converted_Per","Break_Points_Converted_Per_Diff","Return_Games_Played","Total_Service_Points_Won_Total","Total_Service_Points_Won_Per","Total_Service_Points_Won_Per_Diff","Total_Return_Points_Won_Total","Total_Return_Points_Won_Per","Total_Return_Points_Won_Per_Diff","Total_Points_Won_Total","Total_Points_Won_Per","Total_Points_Won_Per_Diff"
114,2013,"ATP World Tour Masters 1000 Miami",16,NA,"L","Janko Tipsarevic","Serbia","Gilles Simon","France",0,-3,5,3,95,51,-9,49,67,2,46,36,-9,12,50,-28,14,67,34,2,44,54,-9,14,21,-29,14,95,52,-5,111,42,-5,206,47,-5
115,2013,"ATP World Tour Masters 1000 Miami",16,NA,"W","David Ferrer","Spain","Kei Nishikori","Japan",1,0,3,0,54,59,-3,32,84,28,22,45,-2,1,0,-55,9,39,43,28,23,52,-2,9,44,-56,9,54,68,15,62,46,15,116,56,13
115,2013,"ATP World Tour Masters 1000 Miami",16,NA,"L","Kei Nishikori","Japan","David Ferrer","Spain",1,0,3,0,62,62,3,39,56,-28,23,47,2,9,55,55,9,32,15,-28,22,54,2,1,100,56,9,62,53,-15,54,31,-15,116,43,-13
116,2013,"ATP World Tour Masters 1000 Miami",16,NA,"W","Jurgen Melzer","Austria","Albert Ramos","Spain",9,6,3,-1,75,69,5,52,75,8,23,56,1,3,33,-29,13,53,32,7,29,44,1,8,37,-29,13,75,69,6,82,36,6,157,52,5
116,2013,"ATP World Tour Masters 1000 Miami",16,NA,"L","Albert Ramos","Spain","Jurgen Melzer","Austria",3,-6,4,1,82,64,-5,53,67,-8,29,55,-1,8,62,29,13,52,25,-7,23,43,-1,3,66,29,13,82,63,-6,75,30,-6,157,47,-5
117,2013,"ATP World Tour Masters 1000 Miami",16,NA,"W","Richard Gasquet","France","Nicolas Almagro","Spain",17,-2,3,-6,101,55,5,56,80,0,45,55,18,6,50,-19,18,72,19,0,70,62,18,13,30,-20,18,101,69,10,142,40,10,243,52,5
117,2013,"ATP World Tour Masters 1000 Miami",16,NA,"L","Nicolas Almagro","Spain","Richard Gasquet","France",19,2,9,6,142,50,-5,72,80,0,70,37,-18,13,69,19,18,56,19,0,45,44,-18,6,50,20,18,142,59,-10,101,30,-10,243,47,-5
118,2013,"ATP World Tour Masters 1000 Miami",16,NA,"W","Tomas Berdych","Czech Republic","Sam Querrey","United States",4,-1,0,-3,39,82,43,32,71,10,7,71,36,0,0,-37,7,18,38,10,28,64,36,8,62,62,7,39,71,26,46,54,26,85,62,25
118,2013,"ATP World Tour Masters 1000 Miami",16,NA,"L","Sam Querrey","United States","Tomas Berdych","Czech Republic",5,1,3,3,46,39,-43,18,61,-10,28,35,-36,8,37,37,7,32,28,-10,7,28,-36,0,0,-62,7,46,45,-26,39,28,-26,85,37,-25
119,2013,"ATP World Tour Masters 1000 Miami",16,NA,"W","Marin Cilic","Croatia","Jo-Wilfried Tsonga","France",2,-2,1,-2,65,61,7,40,77,11,25,72,21,4,75,4,12,51,33,11,43,48,20,7,28,3,12,65,75,16,94,40,16,159,54,9
119,2013,"ATP World Tour Masters 1000 Miami",16,NA,"L","Jo-Wilfried Tsonga","France","Marin Cilic","Croatia",4,2,3,2,94,54,-7,51,66,-11,43,51,-21,7,71,-4,12,40,22,-11,25,28,-20,4,25,-3,12,94,59,-16,65,24,-16,159,45,-9
120,2013,"ATP World Tour Masters 1000 Miami",16,NA,"W","Andy Murray","Great Britain","Andreas Seppi","Italy",3,0,2,1,49,63,12,31,90,23,18,50,7,1,100,30,9,34,32,23,32,56,6,10,30,30,9,49,75,19,66,43,19,115,57,15
120,2013,"ATP World Tour Masters 1000 Miami",16,NA,"L","Andreas Seppi","Italy","Andy Murray","Great Britain",3,0,1,-1,66,51,-12,34,67,-23,32,43,-7,10,70,-30,9,31,9,-23,18,50,-6,1,0,-30,9,66,56,-19,49,24,-19,115,42,-15
121,2013,"ATP World Tour Masters 1000 Miami",8,NA,"W","Tommy Haas","Germany","Gilles Simon","France",2,2,0,-2,41,68,22,28,82,22,13,69,25,0,0,-50,8,23,39,22,27,55,25,8,50,50,8,41,78,26,50,48,27,91,61,23
121,2013,"ATP World Tour Masters 1000 Miami",8,NA,"L","Gilles Simon","France","Tommy Haas","Germany",0,-2,2,2,50,46,-22,23,60,-22,27,44,-25,8,50,50,8,28,17,-22,13,30,-25,0,0,-50,8,50,52,-26,41,21,-27,91,38,-23
122,2013,"ATP World Tour Masters 1000 Miami",8,NA,"W","David Ferrer","Spain","Jurgen Melzer","Austria",0,0,0,-11,83,61,9,51,62,-1,32,46,16,6,33,-30,13,47,36,-1,42,69,16,19,36,-30,12,83,56,8,89,51,8,172,54,9
122,2013,"ATP World Tour Masters 1000 Miami",8,NA,"L","Jurgen Melzer","Austria","David Ferrer","Spain",0,0,11,11,89,52,-9,47,63,1,42,30,-16,19,63,30,12,51,37,1,32,53,-16,6,66,30,13,89,48,-8,83,43,-8,172,45,-9
123,2013,"ATP World Tour Masters 1000 Miami",8,NA,"W","Richard Gasquet","France","Tomas Berdych","Czech Republic",2,-3,1,-1,60,56,4,34,85,5,26,50,11,2,100,75,9,25,20,6,23,60,10,4,75,75,9,60,70,10,48,39,9,108,56,13
123,2013,"ATP World Tour Masters 1000 Miami",8,NA,"L","Tomas Berdych","Czech Republic","Richard Gasquet","France",5,3,2,1,48,52,-4,25,80,-5,23,39,-11,4,25,-75,9,34,14,-6,26,50,-10,2,0,-75,9,48,60,-10,60,30,-9,108,43,-13
124,2013,"ATP World Tour Masters 1000 Miami",8,NA,"W","Andy Murray","Great Britain","Marin Cilic","Croatia",6,2,3,0,67,53,-1,36,66,19,31,48,5,8,62,-4,9,36,52,19,30,56,5,18,33,-4,10,67,58,13,66,54,13,133,56,13
124,2013,"ATP World Tour Masters 1000 Miami",8,NA,"L","Marin Cilic","Croatia","Andy Murray","Great Britain",4,-2,3,0,66,54,1,36,47,-19,30,43,-5,18,66,4,10,36,33,-19,31,51,-5,8,37,4,9,66,45,-13,67,41,-13,133,43,-13
125,2013,"ATP World Tour Masters 1000 Miami",4,NA,"W","David Ferrer","Spain","Tommy Haas","Germany",7,6,5,-1,83,45,1,38,65,3,45,55,9,9,55,15,14,37,37,3,47,53,9,10,60,16,13,83,60,7,84,46,7,167,53,7
125,2013,"ATP World Tour Masters 1000 Miami",4,NA,"L","Tommy Haas","Germany","David Ferrer","Spain",1,-6,6,1,84,44,-1,37,62,-3,47,46,-9,10,40,-15,13,38,34,-3,45,44,-9,9,44,-16,14,84,53,-7,83,39,-7,167,46,-7
126,2013,"ATP World Tour Masters 1000 Miami",4,NA,"W","Andy Murray","Great Britain","Richard Gasquet","France",6,4,5,0,83,59,-2,49,75,17,34,52,15,3,0,-12,14,46,41,17,29,62,15,8,87,-13,13,83,66,16,75,49,16,158,58,17
126,2013,"ATP World Tour Masters 1000 Miami",4,NA,"L","Richard Gasquet","France","Andy Murray","Great Britain",2,-4,5,0,75,61,2,46,58,-17,29,37,-15,8,12,12,13,49,24,-17,34,47,-15,3,100,13,14,75,50,-16,83,33,-16,158,41,-17
127,2013,"ATP World Tour Masters 1000 Miami",2,NA,"W","Andy Murray","Great Britain","David Ferrer","Spain",2,-2,7,3,110,54,-2,60,61,0,50,38,6,14,42,-11,15,55,38,0,43,67,5,15,46,-11,15,110,50,2,98,51,2,208,50,1
127,2013,"ATP World Tour Masters 1000 Miami",2,NA,"L","David Ferrer","Spain","Andy Murray","Great Britain",4,2,4,-3,98,56,2,55,61,0,43,32,-6,15,53,11,15,60,38,0,50,62,-5,14,57,11,15,98,48,-2,110,49,-2,208,49,-1
1,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Novak Djokovic","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L",NA,NA,"Novak Djokovic","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Mikhail Youzhny","Russian Federation","Daniel Gimeno-Traver","Spain",1,0,0,0,53,67,31,36,77,19,17,58,14,2,100,67,8,17,41,19,29,55,14,6,66,66,8,53,71,21,46,50,22,99,61,23
2,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Daniel Gimeno-Traver","Spain","Mikhail Youzhny","Russian Federation",1,0,0,0,46,36,-31,17,58,-19,29,44,-14,6,33,-67,8,36,22,-19,17,41,-14,2,0,-66,8,46,50,-21,53,28,-22,99,38,-23
3,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Ernests Gulbis","Latvia","John Isner","United States",11,5,2,2,73,64,0,47,85,22,26,50,14,2,0,-69,14,60,36,22,33,63,13,13,30,-70,13,73,72,19,93,46,19,166,57,15
3,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","John Isner","United States","Ernests Gulbis","Latvia",6,-5,0,-2,93,64,0,60,63,-22,33,36,-14,13,69,69,13,47,14,-22,26,50,-13,2,100,70,14,93,53,-19,73,27,-19,166,42,-15
4,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Juan Monaco","Argentina","Martin Klizan","Slovakia",1,1,2,-5,49,63,21,31,67,10,18,50,19,8,75,22,8,21,42,10,29,68,18,13,46,21,8,49,61,19,50,58,20,99,59,19
4,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Martin Klizan","Slovakia","Juan Monaco","Argentina",0,-1,7,5,50,42,-21,21,57,-10,29,31,-19,13,53,-22,8,31,32,-10,18,50,-18,8,25,-21,8,50,42,-19,49,38,-20,99,40,-19
5,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Milos Raonic","Canada","Julien Benneteau","France",15,13,5,4,58,48,-24,28,85,22,30,56,21,2,100,75,9,36,36,22,14,64,21,4,75,75,8,58,70,14,50,44,15,108,58,17
5,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Julien Benneteau","France","Milos Raonic","Canada",2,-13,1,-4,50,72,24,36,63,-22,14,35,-21,4,25,-75,8,28,14,-22,30,43,-21,2,0,-75,9,50,56,-14,58,29,-15,108,41,-17
6,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Jarkko Nieminen","Finland","Viktor Troicki","Serbia",0,-1,1,0,51,64,11,33,72,15,18,66,28,3,100,100,8,21,42,15,18,61,28,4,100,100,7,51,70,22,39,51,22,90,62,25
6,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Viktor Troicki","Serbia","Jarkko Nieminen","Finland",1,1,1,0,39,53,-11,21,57,-15,18,38,-28,4,0,-100,7,33,27,-15,18,33,-28,3,0,-100,8,39,48,-22,51,29,-22,90,37,-25
7,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Alexandr Dolgopolov","Ukraine","Bernard Tomic","Australia",1,-3,0,-4,52,32,-30,17,82,24,35,71,26,3,100,50,9,36,41,24,22,54,26,6,50,50,9,52,75,22,58,46,21,110,60,20
7,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Bernard Tomic","Australia","Alexandr Dolgopolov","Ukraine",4,3,4,4,58,62,30,36,58,-24,22,45,-26,6,50,-50,9,17,17,-24,35,28,-26,3,0,-50,9,58,53,-22,52,25,-21,110,40,-20
8,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Juan Martin Del Potro","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L",NA,NA,"Juan Martin Del Potro","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Tomas Berdych","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L",NA,NA,"Tomas Berdych","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Marcel Granollers","Spain","Victor Hanescu","Romania",5,-2,0,0,94,62,-12,59,67,8,35,68,18,2,50,22,14,64,40,8,22,50,19,7,71,21,14,94,68,12,86,43,12,180,56,13
10,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Victor Hanescu","Romania","Marcel Granollers","Spain",7,2,0,0,86,74,12,64,59,-8,22,50,-18,7,28,-22,14,59,32,-8,35,31,-19,2,50,-21,14,86,56,-12,94,31,-12,180,43,-13
11,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Albert Ramos","Spain","Radek Stepanek","Czech Republic",4,0,1,1,50,64,7,32,78,25,18,55,1,1,0,-42,9,32,46,25,24,45,1,7,57,-43,9,50,70,17,56,46,16,106,57,15
11,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Radek Stepanek","Czech Republic","Albert Ramos","Spain",4,0,0,-1,56,57,-7,32,53,-25,24,54,-1,7,42,42,9,32,21,-25,18,44,-1,1,100,43,9,56,53,-17,50,30,-16,106,42,-15
12,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Fabio Fognini","Italy","Andreas Seppi","Italy",3,-5,2,0,84,52,-15,44,56,-9,40,47,17,12,50,20,14,61,34,-9,30,70,18,10,70,20,15,84,52,-1,91,46,-1,175,49,-1
12,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Andreas Seppi","Italy","Fabio Fognini","Italy",8,5,2,0,91,67,15,61,65,9,30,30,-17,10,30,-20,15,44,43,9,40,52,-18,12,50,-20,14,91,53,1,84,47,1,175,50,1
13,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Marin Cilic","Croatia","Horacio Zeballos","Argentina",8,6,2,0,84,61,3,52,73,12,32,46,9,7,42,4,14,52,38,12,37,62,9,13,61,4,14,84,63,12,89,48,12,173,55,11
13,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Horacio Zeballos","Argentina","Marin Cilic","Croatia",2,-6,2,0,89,58,-3,52,61,-12,37,37,-9,13,38,-4,14,52,26,-12,32,53,-9,7,57,-4,14,89,51,-12,84,36,-12,173,44,-11
14,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Kevin Anderson","South Africa","Jerzy Janowicz","Poland",6,-2,1,-3,79,60,9,48,66,-16,31,67,22,6,66,4,12,40,17,-16,37,54,22,8,37,4,12,79,67,3,77,35,3,156,51,3
14,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Jerzy Janowicz","Poland","Kevin Anderson","South Africa",8,2,4,3,77,51,-9,40,82,16,37,45,-22,8,62,-4,12,48,33,16,31,32,-22,6,33,-4,12,77,64,-3,79,32,-3,156,48,-3
15,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Benoit Paire","France","Ivan Dodig","Croatia",7,7,2,0,64,37,-22,24,62,8,40,55,5,6,50,0,10,35,45,8,24,50,5,10,50,0,10,64,57,5,59,47,5,123,52,5
15,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Ivan Dodig","Croatia","Benoit Paire","France",0,-7,2,0,59,59,22,35,54,-8,24,50,-5,10,50,0,10,24,37,-8,40,45,-5,6,50,0,10,59,52,-5,64,42,-5,123,47,-5
16,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Richard Gasquet","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L",NA,NA,"Richard Gasquet","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Janko Tipsarevic","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L",NA,NA,"Janko Tipsarevic","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Grigor Dimitrov","Bulgaria","Xavier Malisse","Belgium",4,0,6,4,66,59,8,39,76,22,27,40,-4,5,80,20,9,31,45,22,29,55,-4,10,40,20,8,66,62,12,60,50,13,126,56,13
18,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Xavier Malisse","Belgium","Grigor Dimitrov","Bulgaria",4,0,2,-4,60,51,-8,31,54,-22,29,44,4,10,60,-20,8,39,23,-22,27,59,4,5,20,-20,9,60,50,-12,66,37,-13,126,43,-13
19,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Florian Mayer","Germany","Benjamin Balleret","Monaco",3,2,4,0,95,52,-16,50,68,26,45,48,2,11,63,33,14,57,57,25,26,53,2,10,70,34,13,95,58,15,83,56,15,178,57,15
19,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Benjamin Balleret","Monaco","Florian Mayer","Germany",1,-2,4,0,83,68,16,57,42,-26,26,46,-2,10,30,-33,13,50,32,-25,45,51,-2,11,36,-34,14,83,43,-15,95,41,-15,178,42,-15
20,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Roberto Bautista Agut","Spain","Gilles Simon","France",0,-2,1,-1,83,78,28,65,49,-3,18,50,21,15,60,30,11,34,47,-3,34,70,20,10,70,30,10,83,49,8,68,58,8,151,53,7
20,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Gilles Simon","France","Roberto Bautista Agut","Spain",2,2,2,1,68,50,-28,34,52,3,34,29,-21,10,30,-30,10,65,50,3,18,50,-20,15,40,-30,11,68,41,-8,83,50,-8,151,46,-7
21,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Philipp Kohlschreiber","Germany","Thomaz Bellucci","Brazil",3,3,1,-1,46,65,23,30,76,31,16,50,2,2,0,-61,9,24,54,31,33,51,1,13,38,-62,9,46,67,20,57,52,20,103,59,19
21,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Thomaz Bellucci","Brazil","Philipp Kohlschreiber","Germany",0,-3,2,1,57,42,-23,24,45,-31,33,48,-2,13,61,61,9,30,23,-31,16,50,-1,2,100,62,9,57,47,-20,46,32,-20,103,40,-19
22,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Pablo Andujar","Spain","Jeremy Chardy","France",4,-2,6,-2,112,69,20,78,65,4,34,55,4,11,81,13,16,63,38,4,64,48,4,16,31,13,16,112,62,6,127,43,6,239,52,5
22,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Jeremy Chardy","France","Pablo Andujar","Spain",6,2,8,2,127,49,-20,63,61,-4,64,51,-4,16,68,-13,16,78,34,-4,34,44,-4,11,18,-13,16,127,56,-6,112,37,-6,239,47,-5
23,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Marinko Matosevic","Australia","Fernando Verdasco","Spain",3,2,2,-1,92,54,-10,50,64,12,42,50,3,12,75,47,11,42,47,11,23,52,2,7,71,46,10,92,57,7,65,49,7,157,54,9
23,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Fernando Verdasco","Spain","Marinko Matosevic","Australia",1,-2,3,1,65,64,10,42,52,-12,23,47,-3,7,28,-47,10,50,36,-11,42,50,-2,12,25,-46,11,65,50,-7,92,42,-7,157,45,-9
24,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Rafael Nadal","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L",NA,NA,"Rafael Nadal","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Jo-Wilfried Tsonga","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L",NA,NA,"Jo-Wilfried Tsonga","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Nikolay Davydenko","Russian Federation","Daniel Brands","Germany",2,-3,5,3,64,75,17,48,77,7,16,37,14,2,50,0,10,37,29,7,26,76,14,6,50,0,9,64,67,17,63,49,17,127,58,17
26,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Daniel Brands","Germany","Nikolay Davydenko","Russian Federation",5,3,2,-3,63,58,-17,37,70,-7,26,23,-14,6,50,0,9,48,22,-7,16,62,-14,2,50,0,10,63,50,-17,64,32,-17,127,41,-17
27,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Jurgen Melzer","Austria","Jesse Huta Galung","Netherlands",7,-1,4,1,68,63,6,43,67,2,25,40,1,6,33,17,12,38,34,2,28,60,0,6,83,17,12,68,57,3,66,45,3,134,51,3
27,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Jesse Huta Galung","Netherlands","Jurgen Melzer","Austria",8,1,3,-1,66,57,-6,38,65,-2,28,39,-1,6,16,-17,12,43,32,-2,25,60,0,6,66,-17,12,66,54,-3,68,42,-3,134,48,-3
28,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Nicolas Almagro","Spain","David Goffin","Belgium",12,9,1,-7,71,50,-7,36,83,18,35,48,9,2,0,-60,12,52,34,18,38,60,9,10,40,-60,12,71,66,12,90,45,12,161,54,9
28,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","David Goffin","Belgium","Nicolas Almagro","Spain",3,-9,8,7,90,57,7,52,65,-18,38,39,-9,10,60,60,12,36,16,-18,35,51,-9,2,100,60,12,90,54,-12,71,33,-12,161,45,-9
29,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Stan Wawrinka","Switzerland","Denis Istomin","Uzbekistan",3,2,0,0,56,62,-11,35,80,34,21,42,-20,5,60,32,10,45,53,33,16,37,-20,7,71,31,11,56,66,16,61,49,16,117,57,15
29,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Denis Istomin","Uzbekistan","Stan Wawrinka","Switzerland",1,-2,0,0,61,73,11,45,46,-34,16,62,20,7,28,-32,11,35,20,-33,21,57,20,5,40,-31,10,61,50,-16,56,33,-16,117,42,-15
30,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Albert Montanes","Spain","Gael Monfils","France",2,-7,1,-6,81,60,-1,49,69,-1,32,50,6,4,50,-16,13,54,29,-1,34,55,5,9,33,-17,13,81,61,1,88,39,1,169,50,1
30,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Gael Monfils","France","Albert Montanes","Spain",9,7,7,6,88,61,1,54,70,1,34,44,-6,9,66,16,13,49,30,1,32,50,-5,4,50,17,13,88,60,-1,81,38,-1,169,49,-1
31,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Edouard Roger-Vasselin","France","Robin Haase","Netherlands",2,0,1,-1,65,73,12,48,68,-5,17,52,31,10,90,40,9,30,26,-5,19,78,31,8,50,40,8,65,64,11,49,46,11,114,57,15
31,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L","Robin Haase","Netherlands","Edouard Roger-Vasselin","France",2,0,2,1,49,61,-12,30,73,5,19,21,-31,8,50,-40,8,48,31,5,17,47,-31,10,10,-40,9,49,53,-11,65,35,-11,114,42,-15
32,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"W","Andy Murray","Great Britain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2013,"ATP World Tour Masters 1000 Monte Carlo",64,NA,"L",NA,NA,"Andy Murray","Great Britain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2013,"ATP World Tour Masters 1000 Monte Carlo",32,NA,"W","Novak Djokovic","Serbia","Mikhail Youzhny","Russian Federation",4,1,3,-3,86,54,0,47,70,8,39,56,14,6,50,0,14,48,37,8,40,57,14,10,50,0,13,86,63,10,88,46,10,174,55,11
33,2013,"ATP World Tour Masters 1000 Monte Carlo",32,NA,"L","Mikhail Youzhny","Russian Federation","Novak Djokovic","Serbia",3,-1,6,3,88,54,0,48,62,-8,40,42,-14,10,50,0,13,47,29,-8,39,43,-14,6,50,0,14,88,53,-10,86,36,-10,174,44,-11
